heroes,label,x,y,size
Warpath,5,-0.1821245744374443,-0.375832790128598,199
Warstar,1,-0.012641716959613589,-0.563529422960449,9
Wasp,3,-0.28735275218092476,0.39885247030890697,360
Weapon Omega,1,0.04268841702545286,-0.539815239696163,6
Weapon X,5,0.2143754284483717,-0.46210123356214494,38
Wiccan,3,-0.2957544910682074,0.2878608524570271,28
Wild Child,5,0.2165330877200667,-0.5803852602934219,29
Wind Dancer,4,-0.7255565872902584,-0.12024311175875864,1
Winter Soldier,3,0.0010552605122479961,0.4990652642120212,179
Wolfsbane,4,-0.39484676461279394,-0.2055417498852514,120
Wolverine,0,0.30947030760420047,0.22936649541241205,2158
Wonder Man,3,-0.2831672692694467,0.39918977581674997,228
Wong,5,-0.11777693531937856,0.059645045218165826,77
Wraith,0,0.24372564468810048,0.45071318983949776,12
Wrecker,3,-0.20887992355303753,0.34391918583876385,11
Wrecking Crew,4,-0.5039528827728145,0.3270857860983957,15
X-23,2,-0.07980949516469453,-0.0616273377918476,165
X-Factor,2,0.030206088594941238,-0.09313307519763069,181
X-Force,2,0.2607770245070954,-0.1872451348071358,256
X-Man,1,-0.055210358208681844,-0.44911948160561155,107
X-Men,1,0.21293080625355695,-0.3183392361066042,3010
Young Avengers,3,-0.3315957267847935,0.4369266087514128,38
Zaladane,1,0.016983224539678744,-0.5160152673656241,15
Zaran,3,-0.2365335400802152,0.5302771491917807,9
